,year,buying_events_month_x,buying_events_month_y,all_events_month_x,all_events_month_y,first_month_sin,first_month_cos,spent_money_first_month,spent_money_second_month,label
30,2020,1,0.0,7,0.0,-0.4999999999999997,-0.8660254037844388,138.99,0.0,0
31,2020,1,0.0,4,6.0,-0.4999999999999997,-0.8660254037844388,79.9,0.0,0
32,2020,1,1.0,13,17.0,-0.4999999999999997,-0.8660254037844388,548.97,788.4,0
33,2020,2,1.0,16,10.0,-0.4999999999999997,-0.8660254037844388,317.26,295.55,0
34,2020,1,1.0,20,5.0,-0.4999999999999997,-0.8660254037844388,199.0,648.9,0
35,2020,2,1.0,12,10.0,-0.4999999999999997,-0.8660254037844388,688.73,19.9,0
36,2020,2,2.0,13,19.0,-0.4999999999999997,-0.8660254037844388,513.98,867.99,0
37,2020,1,1.0,20,2.0,-0.4999999999999997,-0.8660254037844388,449.0,29.99,1
38,2020,3,1.0,22,2.0,-0.4999999999999997,-0.8660254037844388,432.9,34.98,0
39,2020,1,0.0,3,0.0,-0.4999999999999997,-0.8660254037844388,37.9,0.0,0
40,2020,1,0.0,2,0.0,-0.4999999999999997,-0.8660254037844388,77.0,0.0,1
41,2020,1,1.0,13,8.0,-0.4999999999999997,-0.8660254037844388,680.0,479.0,0
42,2020,2,0.0,27,6.0,-0.4999999999999997,-0.8660254037844388,808.0,0.0,0
43,2020,1,1.0,5,22.0,-0.4999999999999997,-0.8660254037844388,14.23,112.0,0
44,2020,1,0.0,12,0.0,-0.4999999999999997,-0.8660254037844388,295.55,0.0,0
45,2020,1,1.0,19,2.0,-0.4999999999999997,-0.8660254037844388,94.9,278.99,0
46,2020,2,0.0,16,0.0,-0.4999999999999997,-0.8660254037844388,391.99,0.0,0
47,2020,1,1.0,23,2.0,-0.4999999999999997,-0.8660254037844388,259.0,43.99,1
48,2020,1,1.0,14,10.0,-0.4999999999999997,-0.8660254037844388,77.0,288.44,0
49,2020,1,5.0,10,41.0,-0.4999999999999997,-0.8660254037844388,199.99,1328.82,0
50,2020,2,0.0,18,0.0,-0.4999999999999997,-0.8660254037844388,1539.99,0.0,0
51,2020,1,0.0,4,10.0,-0.4999999999999997,-0.8660254037844388,129.0,0.0,0
52,2020,1,0.0,6,0.0,-0.4999999999999997,-0.8660254037844388,14.23,0.0,0
53,2020,2,0.0,22,8.0,-0.4999999999999997,-0.8660254037844388,849.0,0.0,0
54,2020,1,0.0,5,0.0,-0.4999999999999997,-0.8660254037844388,99.0,0.0,0
55,2020,1,0.0,3,16.0,-0.4999999999999997,-0.8660254037844388,43.99,0.0,0
56,2020,2,2.0,9,13.0,-0.4999999999999997,-0.8660254037844388,137.99,838.0,0
57,2020,3,0.0,31,5.0,-0.4999999999999997,-0.8660254037844388,796.98,0.0,1
58,2020,1,0.0,18,0.0,-0.4999999999999997,-0.8660254037844388,129.0,0.0,0
59,2020,2,1.0,17,12.0,-0.4999999999999997,-0.8660254037844388,61.7,77.0,0
60,2020,1,0.0,18,0.0,-0.4999999999999997,-0.8660254037844388,299.8,0.0,0
61,2020,3,0.0,34,3.0,-0.4999999999999997,-0.8660254037844388,665.37,0.0,0
62,2020,1,1.0,8,13.0,-0.4999999999999997,-0.8660254037844388,630.0,277.0,0
63,2020,1,0.0,16,1.0,-0.4999999999999997,-0.8660254037844388,99.99,0.0,0
64,2020,1,3.0,18,20.0,-0.4999999999999997,-0.8660254037844388,129.55,261.88,0
65,2020,1,2.0,6,13.0,-0.4999999999999997,-0.8660254037844388,197.0,276.99,1
66,2020,1,0.0,29,2.0,-0.4999999999999997,-0.8660254037844388,179.0,0.0,0
67,2020,1,0.0,14,2.0,-0.4999999999999997,-0.8660254037844388,440.0,0.0,1
68,2020,1,1.0,30,19.0,-0.4999999999999997,-0.8660254037844388,22.99,599.99,1
69,2020,1,1.0,4,12.0,-0.4999999999999997,-0.8660254037844388,479.0,763.0,1
70,2020,1,1.0,2,20.0,-0.4999999999999997,-0.8660254037844388,169.0,548.97,1
71,2020,1,2.0,38,8.0,-0.4999999999999997,-0.8660254037844388,58.99,524.0,0
72,2020,2,1.0,26,24.0,-0.4999999999999997,-0.8660254037844388,139.98,188.0,0
73,2020,1,0.0,29,6.0,-0.4999999999999997,-0.8660254037844388,773.0,0.0,0
74,2020,1,2.0,3,36.0,-0.4999999999999997,-0.8660254037844388,440.0,749.0,0
75,2020,1,1.0,12,8.0,-0.4999999999999997,-0.8660254037844388,247.0,680.0,0
76,2020,1,0.0,11,13.0,-0.4999999999999997,-0.8660254037844388,789.13,0.0,1
77,2020,3,1.0,28,25.0,-0.4999999999999997,-0.8660254037844388,409.0,118.88,0
78,2020,1,0.0,6,10.0,-0.4999999999999997,-0.8660254037844388,773.0,0.0,0
79,2020,2,0.0,17,0.0,-0.4999999999999997,-0.8660254037844388,390.85,0.0,0
80,2020,1,1.0,11,13.0,-0.4999999999999997,-0.8660254037844388,77.0,909.99,0
81,2020,1,0.0,17,5.0,-0.4999999999999997,-0.8660254037844388,680.0,0.0,0
82,2020,2,1.0,23,3.0,-0.4999999999999997,-0.8660254037844388,766.0,34.9,0
83,2020,3,0.0,21,8.0,-0.4999999999999997,-0.8660254037844388,1190.52,0.0,1
84,2020,1,0.0,8,20.0,-0.4999999999999997,-0.8660254037844388,162.52,0.0,1
85,2020,1,0.0,5,6.0,-0.4999999999999997,-0.8660254037844388,479.0,0.0,0
86,2020,1,3.0,6,38.0,-0.4999999999999997,-0.8660254037844388,125.0,664.8,0
87,2020,1,0.0,2,7.0,-0.4999999999999997,-0.8660254037844388,77.0,0.0,0
88,2020,2,1.0,20,20.0,-0.4999999999999997,-0.8660254037844388,699.29,385.0,0
89,2020,1,1.0,3,11.0,-0.4999999999999997,-0.8660254037844388,43.99,140.99,0
90,2020,1,2.0,3,14.0,-0.4999999999999997,-0.8660254037844388,680.0,209.9,0
91,2020,1,0.0,4,6.0,-0.4999999999999997,-0.8660254037844388,29.99,0.0,1
92,2020,2,0.0,7,12.0,-0.4999999999999997,-0.8660254037844388,483.99,0.0,1
93,2020,2,1.0,25,10.0,-0.4999999999999997,-0.8660254037844388,388.26,199.99,0
94,2020,1,0.0,4,0.0,-0.4999999999999997,-0.8660254037844388,34.9,0.0,0
95,2020,1,0.0,9,6.0,-0.4999999999999997,-0.8660254037844388,619.0,0.0,0
96,2020,2,4.0,18,33.0,-0.4999999999999997,-0.8660254037844388,200.32999999999998,1660.51,0
97,2020,3,0.0,18,17.0,-0.4999999999999997,-0.8660254037844388,210.10999999999999,0.0,0
98,2020,1,0.0,27,1.0,-0.4999999999999997,-0.8660254037844388,138.99,0.0,0
99,2020,3,1.0,40,28.0,-0.4999999999999997,-0.8660254037844388,353.74,188.0,0
100,2020,1,0.0,22,1.0,-0.4999999999999997,-0.8660254037844388,19.9,0.0,0
101,2020,1,2.0,9,26.0,-0.4999999999999997,-0.8660254037844388,68.99,895.9,0
102,2020,2,0.0,4,0.0,-0.4999999999999997,-0.8660254037844388,673.73,0.0,0
103,2020,1,1.0,3,21.0,-0.4999999999999997,-0.8660254037844388,630.0,655.3,0
104,2020,1,0.0,11,0.0,-0.4999999999999997,-0.8660254037844388,40.0,0.0,0
105,2020,2,1.0,16,11.0,-0.4999999999999997,-0.8660254037844388,868.0,313.85,0
106,2020,1,0.0,8,6.0,-0.4999999999999997,-0.8660254037844388,179.99,0.0,0
107,2020,1,1.0,22,15.0,-0.4999999999999997,-0.8660254037844388,148.48,140.99,0
108,2020,1,0.0,3,3.0,-0.4999999999999997,-0.8660254037844388,680.0,0.0,0
109,2020,1,0.0,13,15.0,-0.4999999999999997,-0.8660254037844388,40.0,0.0,1
110,2020,1,1.0,9,12.0,-0.4999999999999997,-0.8660254037844388,247.0,239.0,1
111,2020,1,0.0,5,1.0,-0.4999999999999997,-0.8660254037844388,639.0,0.0,1
112,2020,1,1.0,2,12.0,-0.4999999999999997,-0.8660254037844388,909.99,29.38,0
113,2020,1,2.0,7,21.0,-0.4999999999999997,-0.8660254037844388,295.55,466.0,1
114,2020,2,1.0,10,10.0,-0.4999999999999997,-0.8660254037844388,272.99,19.0,1
115,2020,1,1.0,11,10.0,-0.4999999999999997,-0.8660254037844388,399.0,699.0,0
116,2020,1,1.0,8,2.0,-0.4999999999999997,-0.8660254037844388,689.0,29.99,1
117,2020,2,2.0,14,34.0,-0.4999999999999997,-0.8660254037844388,299.95,718.99,0
118,2020,4,2.0,11,8.0,-0.4999999999999997,-0.8660254037844388,1837.97,850.0,0
119,2020,2,1.0,10,15.0,-0.4999999999999997,-0.8660254037844388,784.0,199.99,0
120,2020,1,1.0,2,22.0,-0.4999999999999997,-0.8660254037844388,58.99,43.99,0
121,2020,4,0.0,31,0.0,-0.4999999999999997,-0.8660254037844388,674.9,0.0,0
122,2020,1,0.0,7,10.0,-0.4999999999999997,-0.8660254037844388,99.99,0.0,1
123,2020,2,0.0,24,2.0,-0.4999999999999997,-0.8660254037844388,378.0,0.0,0
124,2020,2,0.0,9,3.0,-0.4999999999999997,-0.8660254037844388,1248.74,0.0,0
125,2020,1,0.0,20,1.0,-0.4999999999999997,-0.8660254037844388,788.4,0.0,0
126,2020,1,1.0,10,2.0,-0.4999999999999997,-0.8660254037844388,225.99,45.0,1
127,2020,2,2.0,11,23.0,-0.4999999999999997,-0.8660254037844388,114.58999999999999,393.98,1
128,2020,2,1.0,8,7.0,-0.4999999999999997,-0.8660254037844388,1379.0,199.99,0
129,2020,2,1.0,33,11.0,-0.4999999999999997,-0.8660254037844388,775.0,99.0,0
130,2020,2,1.0,12,17.0,-0.4999999999999997,-0.8660254037844388,1619.23,313.85,0
131,2020,1,2.0,15,7.0,-0.4999999999999997,-0.8660254037844388,40.0,223.98000000000002,0
132,2020,1,0.0,2,0.0,-0.4999999999999997,-0.8660254037844388,99.0,0.0,0
133,2020,1,0.0,10,18.0,-0.4999999999999997,-0.8660254037844388,206.99,0.0,0
134,2020,3,1.0,26,14.0,-0.4999999999999997,-0.8660254037844388,727.55,349.0,1
135,2020,1,2.0,12,27.0,-0.4999999999999997,-0.8660254037844388,68.99,222.99,0
136,2020,1,0.0,8,10.0,-0.4999999999999997,-0.8660254037844388,361.99,0.0,0
137,2020,1,0.0,2,0.0,-0.4999999999999997,-0.8660254037844388,58.99,0.0,0
138,2020,1,1.0,17,12.0,-0.4999999999999997,-0.8660254037844388,79.0,849.0,0
139,2020,1,0.0,8,10.0,-0.4999999999999997,-0.8660254037844388,449.0,0.0,1
140,2020,1,0.0,3,3.0,-0.4999999999999997,-0.8660254037844388,59.0,0.0,1
141,2020,1,0.0,5,9.0,-0.4999999999999997,-0.8660254037844388,247.0,0.0,0
142,2020,1,0.0,8,12.0,-0.4999999999999997,-0.8660254037844388,479.0,0.0,1
143,2020,1,1.0,14,8.0,-0.4999999999999997,-0.8660254037844388,129.0,58.99,1
144,2020,1,0.0,10,0.0,-0.4999999999999997,-0.8660254037844388,174.95,0.0,1
145,2020,1,0.0,6,1.0,-0.4999999999999997,-0.8660254037844388,279.99,0.0,1
146,2020,2,2.0,5,10.0,-0.4999999999999997,-0.8660254037844388,718.0,123.89000000000001,0
147,2020,3,0.0,26,12.0,-0.4999999999999997,-0.8660254037844388,1207.99,0.0,0
148,2020,1,1.0,6,12.0,-0.4999999999999997,-0.8660254037844388,43.99,45.0,1
149,2020,1,2.0,6,11.0,-0.4999999999999997,-0.8660254037844388,239.0,444.0,0
150,2020,1,0.0,9,0.0,-0.4999999999999997,-0.8660254037844388,869.0,0.0,0
151,2020,1,0.0,12,2.0,-0.4999999999999997,-0.8660254037844388,206.99,0.0,0
152,2020,1,1.0,4,18.0,-0.4999999999999997,-0.8660254037844388,449.0,869.0,0
153,2020,1,0.0,6,1.0,-0.4999999999999997,-0.8660254037844388,43.99,0.0,1
154,2020,1,1.0,28,4.0,-0.4999999999999997,-0.8660254037844388,225.99,58.99,1
155,2020,1,0.0,15,7.0,-0.4999999999999997,-0.8660254037844388,630.0,0.0,0
156,2020,1,0.0,14,5.0,-0.4999999999999997,-0.8660254037844388,79.9,0.0,0
157,2020,1,0.0,2,6.0,-0.4999999999999997,-0.8660254037844388,573.05,0.0,0
158,2020,2,0.0,18,11.0,-0.4999999999999997,-0.8660254037844388,905.99,0.0,0
159,2020,1,2.0,2,19.0,-0.4999999999999997,-0.8660254037844388,58.99,907.97,0
160,2020,1,0.0,20,6.0,-0.4999999999999997,-0.8660254037844388,499.0,0.0,1
161,2020,2,2.0,6,10.0,-0.4999999999999997,-0.8660254037844388,928.73,957.0,0
162,2020,2,0.0,7,8.0,-0.4999999999999997,-0.8660254037844388,935.29,0.0,0
163,2020,2,0.0,24,7.0,-0.4999999999999997,-0.8660254037844388,396.0,0.0,0
164,2020,2,0.0,7,3.0,-0.4999999999999997,-0.8660254037844388,96.89,0.0,0
165,2020,1,2.0,10,19.0,-0.4999999999999997,-0.8660254037844388,40.0,718.38,0
166,2020,1,2.0,4,27.0,-0.4999999999999997,-0.8660254037844388,79.9,684.6,0
167,2020,1,0.0,14,0.0,-0.4999999999999997,-0.8660254037844388,148.48,0.0,0
0,2020,2,2.0,11,25.0,-0.8660254037844385,-0.5000000000000004,809.0,748.96,0
1,2020,1,1.0,13,20.0,-0.8660254037844385,-0.5000000000000004,629.74,255.0,1
2,2020,2,0.0,16,1.0,-0.8660254037844385,-0.5000000000000004,486.9,0.0,0
3,2020,1,0.0,22,2.0,-0.8660254037844385,-0.5000000000000004,199.99,0.0,0
4,2020,1,0.0,16,0.0,-0.8660254037844385,-0.5000000000000004,680.0,0.0,0
5,2020,1,0.0,21,5.0,-0.8660254037844385,-0.5000000000000004,909.99,0.0,0
6,2020,1,0.0,19,1.0,-0.8660254037844385,-0.5000000000000004,58.99,0.0,1
7,2020,2,1.0,7,11.0,-0.8660254037844385,-0.5000000000000004,607.96,247.0,0
8,2020,1,0.0,2,1.0,-0.8660254037844385,-0.5000000000000004,59.0,0.0,0
9,2020,1,1.0,2,13.0,-0.8660254037844385,-0.5000000000000004,58.99,278.99,0
10,2020,2,0.0,17,5.0,-0.8660254037844385,-0.5000000000000004,980.99,0.0,1
11,2020,3,0.0,21,3.0,-0.8660254037844385,-0.5000000000000004,1161.99,0.0,0
12,2020,3,1.0,14,3.0,-0.8660254037844385,-0.5000000000000004,1277.88,629.74,0
13,2020,2,0.0,18,0.0,-0.8660254037844385,-0.5000000000000004,289.99,0.0,1
14,2020,1,0.0,7,0.0,-0.8660254037844385,-0.5000000000000004,619.99,0.0,0
15,2020,1,0.0,21,0.0,-0.8660254037844385,-0.5000000000000004,909.99,0.0,0
16,2020,1,2.0,12,15.0,-0.8660254037844385,-0.5000000000000004,247.0,367.0,1
17,2020,2,0.0,19,21.0,-0.8660254037844385,-0.5000000000000004,374.99,0.0,1
18,2020,1,0.0,10,6.0,-0.8660254037844385,-0.5000000000000004,79.0,0.0,1
19,2020,1,0.0,6,0.0,-0.8660254037844385,-0.5000000000000004,869.0,0.0,0
20,2020,2,0.0,16,8.0,-0.8660254037844385,-0.5000000000000004,707.99,0.0,0
21,2020,1,0.0,33,0.0,-0.8660254037844385,-0.5000000000000004,69.0,0.0,1
22,2020,1,0.0,5,0.0,-0.8660254037844385,-0.5000000000000004,19.0,0.0,1
23,2020,2,0.0,12,0.0,-0.8660254037844385,-0.5000000000000004,1393.0,0.0,0
24,2020,1,3.0,2,24.0,-0.8660254037844385,-0.5000000000000004,77.0,882.29,1
25,2020,1,0.0,4,13.0,-0.8660254037844385,-0.5000000000000004,188.0,0.0,0
26,2020,1,1.0,5,18.0,-0.8660254037844385,-0.5000000000000004,95.0,59.0,0
27,2020,1,0.0,14,1.0,-0.8660254037844385,-0.5000000000000004,29.99,0.0,1
28,2020,1,0.0,17,8.0,-0.8660254037844385,-0.5000000000000004,788.4,0.0,1
29,2020,1,0.0,10,13.0,-0.8660254037844385,-0.5000000000000004,295.55,0.0,0
30,2020,1,0.0,5,0.0,-0.8660254037844385,-0.5000000000000004,648.9,0.0,0
31,2020,1,1.0,10,9.0,-0.8660254037844385,-0.5000000000000004,19.9,43.99,1
32,2020,2,0.0,19,9.0,-0.8660254037844385,-0.5000000000000004,867.99,0.0,1
33,2020,1,1.0,2,8.0,-0.8660254037844385,-0.5000000000000004,29.99,849.0,0
34,2020,1,0.0,4,0.0,-0.8660254037844385,-0.5000000000000004,239.0,0.0,0
35,2020,1,1.0,11,17.0,-0.8660254037844385,-0.5000000000000004,179.1,162.52,0
36,2020,1,0.0,2,0.0,-0.8660254037844385,-0.5000000000000004,34.98,0.0,0
37,2020,1,0.0,8,1.0,-0.8660254037844385,-0.5000000000000004,479.0,0.0,1
38,2020,1,0.0,22,1.0,-0.8660254037844385,-0.5000000000000004,112.0,0.0,0
39,2020,1,0.0,20,0.0,-0.8660254037844385,-0.5000000000000004,14.23,0.0,0
40,2020,1,4.0,19,27.0,-0.8660254037844385,-0.5000000000000004,179.1,646.79,0
41,2020,1,0.0,2,9.0,-0.8660254037844385,-0.5000000000000004,278.99,0.0,1
42,2020,1,1.0,2,9.0,-0.8660254037844385,-0.5000000000000004,43.99,773.0,0
43,2020,1,0.0,10,9.0,-0.8660254037844385,-0.5000000000000004,288.44,0.0,0
44,2020,5,2.0,41,37.0,-0.8660254037844385,-0.5000000000000004,1328.82,239.99,0
45,2020,1,1.0,11,22.0,-0.8660254037844385,-0.5000000000000004,247.0,140.99,0
46,2020,2,2.0,13,20.0,-0.8660254037844385,-0.5000000000000004,838.0,134.99,0
47,2020,1,0.0,12,3.0,-0.8660254037844385,-0.5000000000000004,174.95,0.0,0
48,2020,1,0.0,12,3.0,-0.8660254037844385,-0.5000000000000004,77.0,0.0,1
49,2020,1,0.0,13,2.0,-0.8660254037844385,-0.5000000000000004,277.0,0.0,0
50,2020,3,1.0,20,9.0,-0.8660254037844385,-0.5000000000000004,261.88,34.98,0
51,2020,2,3.0,13,15.0,-0.8660254037844385,-0.5000000000000004,276.99,1976.0,0
52,2020,1,2.0,19,7.0,-0.8660254037844385,-0.5000000000000004,599.99,1289.99,0
53,2020,1,1.0,12,3.0,-0.8660254037844385,-0.5000000000000004,763.0,773.0,0
54,2020,1,0.0,7,0.0,-0.8660254037844385,-0.5000000000000004,385.0,0.0,1
55,2020,1,2.0,20,13.0,-0.8660254037844385,-0.5000000000000004,548.97,632.99,0
56,2020,1,0.0,7,9.0,-0.8660254037844385,-0.5000000000000004,239.0,0.0,0
57,2020,2,1.0,8,10.0,-0.8660254037844385,-0.5000000000000004,524.0,279.99,0
58,2020,1,0.0,24,8.0,-0.8660254037844385,-0.5000000000000004,188.0,0.0,0
59,2020,1,2.0,12,14.0,-0.8660254037844385,-0.5000000000000004,699.0,568.0,0
60,2020,2,0.0,36,3.0,-0.8660254037844385,-0.5000000000000004,749.0,0.0,0
61,2020,1,0.0,8,5.0,-0.8660254037844385,-0.5000000000000004,680.0,0.0,1
62,2020,1,1.0,25,22.0,-0.8660254037844385,-0.5000000000000004,118.88,69.0,1
63,2020,1,0.0,3,0.0,-0.8660254037844385,-0.5000000000000004,118.88,0.0,0
64,2020,1,2.0,28,9.0,-0.8660254037844385,-0.5000000000000004,68.09,818.0,0
65,2020,3,3.0,23,19.0,-0.8660254037844385,-0.5000000000000004,1359.83,216.1,0
66,2020,2,1.0,14,11.0,-0.8660254037844385,-0.5000000000000004,1418.0,199.99,0
67,2020,1,0.0,13,5.0,-0.8660254037844385,-0.5000000000000004,909.99,0.0,0
68,2020,1,0.0,13,4.0,-0.8660254037844385,-0.5000000000000004,385.0,0.0,0
69,2020,1,0.0,15,6.0,-0.8660254037844385,-0.5000000000000004,385.0,0.0,1
70,2020,1,1.0,3,14.0,-0.8660254037844385,-0.5000000000000004,34.9,79.0,0
71,2020,1,0.0,19,0.0,-0.8660254037844385,-0.5000000000000004,175.0,0.0,1
72,2020,1,1.0,11,6.0,-0.8660254037844385,-0.5000000000000004,34.98,670.0,1
73,2020,3,1.0,38,20.0,-0.8660254037844385,-0.5000000000000004,664.8,43.99,0
74,2020,1,0.0,6,2.0,-0.8660254037844385,-0.5000000000000004,103.0,0.0,1
75,2020,1,0.0,20,1.0,-0.8660254037844385,-0.5000000000000004,385.0,0.0,0
76,2020,1,0.0,11,3.0,-0.8660254037844385,-0.5000000000000004,140.99,0.0,0
77,2020,2,1.0,14,13.0,-0.8660254037844385,-0.5000000000000004,374.0,34.9,0
78,2020,2,0.0,14,0.0,-0.8660254037844385,-0.5000000000000004,209.9,0.0,1
79,2020,1,3.0,11,23.0,-0.8660254037844385,-0.5000000000000004,319.0,1387.3600000000001,0
80,2020,1,2.0,14,27.0,-0.8660254037844385,-0.5000000000000004,174.95,193.48,0
81,2020,1,0.0,3,0.0,-0.8660254037844385,-0.5000000000000004,199.99,0.0,0
82,2020,1,1.0,10,30.0,-0.8660254037844385,-0.5000000000000004,199.99,359.0,1
83,2020,2,1.0,17,11.0,-0.8660254037844385,-0.5000000000000004,556.99,43.99,0
84,2020,4,1.0,33,13.0,-0.8660254037844385,-0.5000000000000004,1660.51,689.0,0
85,2020,2,2.0,6,9.0,-0.8660254037844385,-0.5000000000000004,118.0,102.98,1
86,2020,1,0.0,28,0.0,-0.8660254037844385,-0.5000000000000004,188.0,0.0,0
87,2020,1,0.0,6,2.0,-0.8660254037844385,-0.5000000000000004,680.0,0.0,0
88,2020,2,0.0,38,9.0,-0.8660254037844385,-0.5000000000000004,543.44,0.0,1
89,2020,2,0.0,26,13.0,-0.8660254037844385,-0.5000000000000004,895.9,0.0,0
90,2020,1,1.0,21,16.0,-0.8660254037844385,-0.5000000000000004,655.3,77.0,0
91,2020,1,1.0,11,10.0,-0.8660254037844385,-0.5000000000000004,313.85,90.0,1
92,2020,1,0.0,15,0.0,-0.8660254037844385,-0.5000000000000004,140.99,0.0,1
93,2020,1,0.0,10,0.0,-0.8660254037844385,-0.5000000000000004,59.0,0.0,0
94,2020,1,3.0,12,18.0,-0.8660254037844385,-0.5000000000000004,239.0,977.99,0
95,2020,3,0.0,23,17.0,-0.8660254037844385,-0.5000000000000004,735.8,0.0,0
96,2020,1,0.0,12,0.0,-0.8660254037844385,-0.5000000000000004,29.38,0.0,1
97,2020,2,0.0,5,0.0,-0.8660254037844385,-0.5000000000000004,417.99,0.0,0
98,2020,1,2.0,15,15.0,-0.8660254037844385,-0.5000000000000004,69.99,83.99000000000001,1
99,2020,2,3.0,21,20.0,-0.8660254037844385,-0.5000000000000004,466.0,731.97,0
100,2020,2,0.0,19,5.0,-0.8660254037844385,-0.5000000000000004,879.99,0.0,0
101,2020,1,1.0,10,19.0,-0.8660254037844385,-0.5000000000000004,19.0,390.0,0
102,2020,1,1.0,8,3.0,-0.8660254037844385,-0.5000000000000004,29.19,629.74,0
103,2020,1,0.0,10,7.0,-0.8660254037844385,-0.5000000000000004,699.0,0.0,0
104,2020,1,1.0,2,2.0,-0.8660254037844385,-0.5000000000000004,29.99,548.97,0
105,2020,2,0.0,34,11.0,-0.8660254037844385,-0.5000000000000004,718.99,0.0,0
106,2020,2,0.0,8,0.0,-0.8660254037844385,-0.5000000000000004,850.0,0.0,1
107,2020,1,0.0,15,0.0,-0.8660254037844385,-0.5000000000000004,199.99,0.0,0
108,2020,1,0.0,6,7.0,-0.8660254037844385,-0.5000000000000004,440.0,0.0,1
109,2020,1,0.0,2,0.0,-0.8660254037844385,-0.5000000000000004,59.0,0.0,0
110,2020,1,0.0,22,5.0,-0.8660254037844385,-0.5000000000000004,43.99,0.0,0
111,2020,2,0.0,12,0.0,-0.8660254037844385,-0.5000000000000004,269.0,0.0,0
112,2020,1,1.0,2,11.0,-0.8660254037844385,-0.5000000000000004,45.0,299.0,0
113,2020,1,0.0,19,1.0,-0.8660254037844385,-0.5000000000000004,179.0,0.0,0
114,2020,2,2.0,23,31.0,-0.8660254037844385,-0.5000000000000004,393.98,411.8,0
115,2020,1,1.0,8,9.0,-0.8660254037844385,-0.5000000000000004,440.0,129.0,0
116,2020,1,2.0,7,6.0,-0.8660254037844385,-0.5000000000000004,199.99,183.99,0
117,2020,1,0.0,11,0.0,-0.8660254037844385,-0.5000000000000004,99.0,0.0,0
118,2020,1,0.0,17,1.0,-0.8660254037844385,-0.5000000000000004,313.85,0.0,0
119,2020,1,0.0,12,8.0,-0.8660254037844385,-0.5000000000000004,288.44,0.0,1
120,2020,2,1.0,7,6.0,-0.8660254037844385,-0.5000000000000004,223.98000000000002,140.99,1
121,2020,1,2.0,10,11.0,-0.8660254037844385,-0.5000000000000004,44.0,479.35,0
122,2020,1,1.0,14,9.0,-0.8660254037844385,-0.5000000000000004,349.0,689.0,1
123,2020,2,4.0,27,31.0,-0.8660254037844385,-0.5000000000000004,222.99,192.89,0
124,2020,2,0.0,20,3.0,-0.8660254037844385,-0.5000000000000004,1109.0,0.0,0
125,2020,1,0.0,3,0.0,-0.8660254037844385,-0.5000000000000004,680.0,0.0,0
126,2020,1,1.0,6,11.0,-0.8660254037844385,-0.5000000000000004,629.74,599.99,0
127,2020,1,1.0,12,12.0,-0.8660254037844385,-0.5000000000000004,849.0,179.1,0
128,2020,2,2.0,7,8.0,-0.8660254037844385,-0.5000000000000004,1428.74,253.0,0
129,2020,1,1.0,10,21.0,-0.8660254037844385,-0.5000000000000004,179.99,45.0,0
130,2020,1,1.0,11,17.0,-0.8660254037844385,-0.5000000000000004,58.99,763.0,0
131,2020,1,0.0,6,12.0,-0.8660254037844385,-0.5000000000000004,680.0,0.0,1
132,2020,7,0.0,50,3.0,-0.8660254037844385,-0.5000000000000004,1259.22,0.0,0
133,2020,1,4.0,8,22.0,-0.8660254037844385,-0.5000000000000004,58.99,1011.99,1
134,2020,1,1.0,16,13.0,-0.8660254037844385,-0.5000000000000004,174.95,225.99,0
135,2020,1,0.0,9,0.0,-0.8660254037844385,-0.5000000000000004,799.0,0.0,0
136,2020,1,2.0,15,14.0,-0.8660254037844385,-0.5000000000000004,169.0,334.79,0
137,2020,2,0.0,10,7.0,-0.8660254037844385,-0.5000000000000004,123.89000000000001,0.0,0
138,2020,3,0.0,13,16.0,-0.8660254037844385,-0.5000000000000004,936.98,0.0,0
139,2020,1,1.0,18,3.0,-0.8660254037844385,-0.5000000000000004,140.99,43.99,0
140,2020,1,1.0,5,8.0,-0.8660254037844385,-0.5000000000000004,58.99,188.0,1
141,2020,1,0.0,16,0.0,-0.8660254037844385,-0.5000000000000004,129.0,0.0,0
142,2020,1,3.0,12,22.0,-0.8660254037844385,-0.5000000000000004,45.0,1241.0,0
143,2020,2,1.0,11,12.0,-0.8660254037844385,-0.5000000000000004,444.0,74.99,1
144,2020,1,0.0,2,1.0,-0.8660254037844385,-0.5000000000000004,763.0,0.0,1
145,2020,1,0.0,18,0.0,-0.8660254037844385,-0.5000000000000004,869.0,0.0,0
146,2020,1,3.0,7,16.0,-0.8660254037844385,-0.5000000000000004,179.99,430.98,0
147,2020,1,1.0,4,16.0,-0.8660254037844385,-0.5000000000000004,58.99,269.0,0
148,2020,3,1.0,17,11.0,-0.8660254037844385,-0.5000000000000004,242.99,277.0,0
149,2020,1,0.0,15,0.0,-0.8660254037844385,-0.5000000000000004,43.99,0.0,0
150,2020,1,1.0,2,9.0,-0.8660254037844385,-0.5000000000000004,59.0,197.0,1
151,2020,1,1.0,10,2.0,-0.8660254037844385,-0.5000000000000004,680.0,775.18,0
152,2020,1,0.0,15,0.0,-0.8660254037844385,-0.5000000000000004,35.99,0.0,0
153,2020,2,1.0,19,12.0,-0.8660254037844385,-0.5000000000000004,907.97,40.0,0
154,2020,2,1.0,10,4.0,-0.8660254037844385,-0.5000000000000004,957.0,680.0,1
155,2020,1,1.0,13,5.0,-0.8660254037844385,-0.5000000000000004,22.99,43.99,0
156,2020,1,0.0,8,0.0,-0.8660254037844385,-0.5000000000000004,45.0,0.0,1
