,year,month,month_sin,month_cos,buying_sessions,label,spent_money,spent_money_first_month,spent_money_second_month,buying_events_first_month,buying_events_second_month,all_events_first_month,all_events_second_month
1882,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,773.0,773.0,0.0,0.0,0.0,0.0,0.0
1887,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,619.99,0.0,0.0,0.0,0.0,5.0,0.0
1889,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,619.99,0.0,0.0,0.0,0.0,0.0,2.0
1890,2022,3,1.0,6.123233995736766e-17,2.0,0.0,619.99,0.0,0.0,0.0,0.0,0.0,0.0
1892,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,29.19,29.19,0.0,1.0,0.0,18.0,0.0
1896,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,29.19,29.19,0.0,0.0,0.0,0.0,3.0
1898,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,688.73,629.74,58.99,0.0,1.0,0.0,5.0
1899,2022,3,1.0,6.123233995736766e-17,3.0,0.0,688.73,629.74,58.99,0.0,0.0,0.0,0.0
1903,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,688.73,629.74,58.99,1.0,0.0,11.0,0.0
1912,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,1415.74,629.74,610.0,0.0,1.0,0.0,10.0
1913,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,1415.74,629.74,610.0,1.0,0.0,15.0,0.0
1915,2022,3,1.0,6.123233995736766e-17,4.0,0.0,1415.74,629.74,610.0,0.0,0.0,0.0,0.0
1919,2022,1,0.49999999999999994,0.8660254037844387,5.0,0.0,584.98,378.98,129.0,3.0,0.0,9.0,0.0
1920,2022,2,0.8660254037844386,0.5000000000000001,5.0,0.0,584.98,378.98,129.0,0.0,1.0,0.0,14.0
1923,2022,3,1.0,6.123233995736766e-17,5.0,0.0,584.98,378.98,129.0,0.0,0.0,0.0,0.0
1928,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,97.99,97.99,0.0,1.0,0.0,21.0,0.0
1930,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,97.99,97.99,0.0,0.0,0.0,0.0,1.0
1935,2022,3,1.0,6.123233995736766e-17,1.0,0.0,97.99,97.99,0.0,0.0,0.0,0.0,0.0
1945,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,79.0,79.0,0.0,0.0,0.0,0.0,10.0
1946,2022,3,1.0,6.123233995736766e-17,1.0,0.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0
1948,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,79.0,79.0,0.0,1.0,0.0,11.0,0.0
1952,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,156.78,0.0,118.88,0.0,1.0,0.0,26.0
1954,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,156.78,0.0,118.88,0.0,0.0,1.0,0.0
1956,2022,3,1.0,6.123233995736766e-17,2.0,0.0,156.78,0.0,118.88,0.0,0.0,0.0,0.0
1960,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,1350.0,0.0,680.0,0.0,1.0,0.0,2.0
1961,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,1350.0,0.0,680.0,0.0,0.0,9.0,0.0
1962,2022,3,1.0,6.123233995736766e-17,4.0,0.0,1350.0,0.0,680.0,0.0,0.0,0.0,0.0
1968,2022,3,1.0,6.123233995736766e-17,2.0,0.0,888.39,99.99,788.4,0.0,0.0,0.0,0.0
1969,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,888.39,99.99,788.4,0.0,1.0,0.0,10.0
1974,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,888.39,99.99,788.4,1.0,0.0,11.0,0.0
1978,2022,3,1.0,6.123233995736766e-17,5.0,0.0,1702.69,1637.99,26.8,0.0,0.0,0.0,0.0
1979,2022,1,0.49999999999999994,0.8660254037844387,5.0,0.0,1702.69,1637.99,26.8,2.0,0.0,18.0,0.0
1980,2022,2,0.8660254037844386,0.5000000000000001,5.0,0.0,1702.69,1637.99,26.8,0.0,1.0,0.0,5.0
1987,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,619.99,0.0,0.0,0.0,0.0,0.0,0.0
1988,2022,3,1.0,6.123233995736766e-17,1.0,0.0,619.99,0.0,0.0,0.0,0.0,0.0,0.0
1991,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,619.99,0.0,0.0,0.0,0.0,8.0,0.0
1996,2022,3,1.0,6.123233995736766e-17,2.0,0.0,155.44,0.0,155.44,0.0,0.0,0.0,0.0
1997,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,155.44,0.0,155.44,0.0,0.0,0.0,0.0
1998,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,155.44,0.0,155.44,0.0,1.0,0.0,4.0
2004,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,35.99,0.0,0.0,0.0,0.0,0.0,9.0
2007,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,35.99,0.0,0.0,0.0,0.0,5.0,0.0
2010,2022,3,1.0,6.123233995736766e-17,2.0,0.0,35.99,0.0,0.0,0.0,0.0,0.0,0.0
2013,2022,2,0.8660254037844386,0.5000000000000001,8.0,0.0,2842.9700000000003,229.0,2234.9700000000003,0.0,5.0,0.0,18.0
2014,2022,3,1.0,6.123233995736766e-17,8.0,0.0,2842.9700000000003,229.0,2234.9700000000003,0.0,0.0,0.0,0.0
2018,2022,1,0.49999999999999994,0.8660254037844387,8.0,0.0,2842.9700000000003,229.0,2234.9700000000003,1.0,0.0,15.0,0.0
2020,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,1163.0,319.0,844.0,1.0,0.0,34.0,0.0
2022,2022,3,1.0,6.123233995736766e-17,3.0,0.0,1163.0,319.0,844.0,0.0,0.0,0.0,0.0
2023,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,1163.0,319.0,844.0,0.0,2.0,0.0,17.0
2025,2022,1,0.49999999999999994,0.8660254037844387,5.0,0.0,577.98,43.99,533.99,1.0,0.0,2.0,0.0
2026,2022,2,0.8660254037844386,0.5000000000000001,5.0,0.0,577.98,43.99,533.99,0.0,3.0,0.0,23.0
2027,2022,3,1.0,6.123233995736766e-17,5.0,0.0,577.98,43.99,533.99,0.0,0.0,0.0,0.0
2030,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,43.99,43.99,0.0,1.0,0.0,8.0,0.0
2031,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,43.99,43.99,0.0,0.0,0.0,0.0,15.0
2032,2022,3,1.0,6.123233995736766e-17,3.0,0.0,43.99,43.99,0.0,0.0,0.0,0.0,0.0
2036,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,969.0,770.0,0.0,0.0,0.0,0.0,0.0
2037,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,969.0,770.0,0.0,2.0,0.0,22.0,0.0
2041,2022,3,1.0,6.123233995736766e-17,3.0,0.0,969.0,770.0,0.0,0.0,0.0,0.0,0.0
2044,2022,3,1.0,6.123233995736766e-17,4.0,0.0,896.89,817.89,0.0,0.0,0.0,0.0,0.0
2045,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,896.89,817.89,0.0,0.0,0.0,0.0,1.0
2046,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,896.89,817.89,0.0,2.0,0.0,13.0,0.0
2055,2022,2,0.8660254037844386,0.5000000000000001,6.0,0.0,1954.0,0.0,1132.0,0.0,2.0,0.0,12.0
2058,2022,3,1.0,6.123233995736766e-17,6.0,0.0,1954.0,0.0,1132.0,0.0,0.0,0.0,0.0
2062,2022,1,0.49999999999999994,0.8660254037844387,6.0,0.0,1954.0,0.0,1132.0,0.0,0.0,1.0,0.0
2066,2022,2,0.8660254037844386,0.5000000000000001,7.0,0.0,684.5600000000001,0.0,625.97,0.0,2.0,0.0,4.0
2067,2022,3,1.0,6.123233995736766e-17,7.0,0.0,684.5600000000001,0.0,625.97,0.0,0.0,0.0,0.0
2068,2022,1,0.49999999999999994,0.8660254037844387,7.0,0.0,684.5600000000001,0.0,625.97,0.0,0.0,9.0,0.0
2075,2022,3,1.0,6.123233995736766e-17,2.0,0.0,372.0,247.0,125.0,0.0,0.0,0.0,0.0
2076,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,372.0,247.0,125.0,0.0,1.0,0.0,5.0
2079,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,372.0,247.0,125.0,1.0,0.0,10.0,0.0
2084,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,377.38,348.0,29.38,1.0,0.0,15.0,0.0
2085,2022,3,1.0,6.123233995736766e-17,2.0,0.0,377.38,348.0,29.38,0.0,0.0,0.0,0.0
2086,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,377.38,348.0,29.38,0.0,1.0,0.0,14.0
2088,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,670.0,670.0,0.0,0.0,0.0,0.0,10.0
2091,2022,3,1.0,6.123233995736766e-17,1.0,0.0,670.0,670.0,0.0,0.0,0.0,0.0,0.0
2092,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,670.0,670.0,0.0,1.0,0.0,2.0,0.0
2095,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,773.0,773.0,0.0,1.0,0.0,15.0,0.0
2096,2022,3,1.0,6.123233995736766e-17,2.0,0.0,773.0,773.0,0.0,0.0,0.0,0.0,0.0
2097,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,773.0,773.0,0.0,0.0,0.0,0.0,0.0
2103,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,449.0,0.0,449.0,0.0,1.0,0.0,5.0
2104,2022,3,1.0,6.123233995736766e-17,1.0,0.0,449.0,0.0,449.0,0.0,0.0,0.0,0.0
2111,2022,2,0.8660254037844386,0.5000000000000001,5.0,0.0,1614.42,629.74,670.83,0.0,1.0,0.0,2.0
2112,2022,3,1.0,6.123233995736766e-17,5.0,0.0,1614.42,629.74,670.83,0.0,0.0,0.0,0.0
2117,2022,3,1.0,6.123233995736766e-17,1.0,0.0,58.99,58.99,0.0,0.0,0.0,0.0,0.0
2118,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,58.99,58.99,0.0,0.0,0.0,0.0,1.0
2121,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,58.99,58.99,0.0,1.0,0.0,15.0,0.0
2122,2022,2,0.8660254037844386,0.5000000000000001,8.0,0.0,2037.42,214.43,1377.0,0.0,3.0,0.0,25.0
2123,2022,3,1.0,6.123233995736766e-17,8.0,0.0,2037.42,214.43,1377.0,0.0,0.0,0.0,0.0
2124,2022,1,0.49999999999999994,0.8660254037844387,8.0,0.0,2037.42,214.43,1377.0,2.0,0.0,15.0,0.0
2133,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,43.99,43.99,0.0,1.0,0.0,10.0,0.0
2135,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,43.99,43.99,0.0,0.0,0.0,0.0,8.0
2136,2022,3,1.0,6.123233995736766e-17,2.0,0.0,43.99,43.99,0.0,0.0,0.0,0.0,0.0
2143,2022,3,1.0,6.123233995736766e-17,1.0,0.0,206.99,206.99,0.0,0.0,0.0,0.0,0.0
2144,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,206.99,206.99,0.0,1.0,0.0,27.0,0.0
2148,2022,1,0.49999999999999994,0.8660254037844387,5.0,0.0,1337.22,298.99,1038.23,2.0,0.0,22.0,0.0
2150,2022,1,0.49999999999999994,0.8660254037844387,6.0,1.0,1160.21,77.0,43.99,1.0,0.0,3.0,0.0
2151,2022,3,1.0,6.123233995736766e-17,6.0,1.0,1160.21,77.0,43.99,0.0,0.0,0.0,0.0
2152,2022,1,0.49999999999999994,0.8660254037844387,5.0,0.0,1251.97,748.0,279.99,2.0,0.0,16.0,0.0
2153,2022,3,1.0,6.123233995736766e-17,5.0,0.0,1251.97,748.0,279.99,0.0,0.0,0.0,0.0
2154,2022,3,1.0,6.123233995736766e-17,6.0,0.0,1250.98,1004.99,77.0,0.0,0.0,0.0,0.0
2157,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,576.98,0.0,479.98,0.0,0.0,0.0,0.0
2158,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,576.98,0.0,479.98,0.0,2.0,0.0,14.0
2159,2022,3,1.0,6.123233995736766e-17,3.0,0.0,576.98,0.0,479.98,0.0,0.0,0.0,0.0
2161,2022,1,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2165,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,528.99,99.99,429.0,1.0,0.0,3.0,0.0
2167,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,528.99,99.99,429.0,0.0,1.0,0.0,5.0
2168,2022,3,1.0,6.123233995736766e-17,3.0,0.0,528.99,99.99,429.0,0.0,0.0,0.0,0.0
2169,2022,2,0.8660254037844386,0.5000000000000001,6.0,0.0,1894.97,77.0,1147.97,0.0,2.0,0.0,11.0
2170,2022,1,0.49999999999999994,0.8660254037844387,6.0,0.0,1894.97,77.0,1147.97,1.0,0.0,2.0,0.0
2172,2022,3,1.0,6.123233995736766e-17,6.0,0.0,1894.97,77.0,1147.97,0.0,0.0,0.0,0.0
2176,2022,1,0.49999999999999994,0.8660254037844387,10.0,0.0,1218.41,833.9,162.99,2.0,0.0,6.0,0.0
2178,2022,2,0.8660254037844386,0.5000000000000001,10.0,0.0,1218.41,833.9,162.99,0.0,3.0,0.0,11.0
2182,2022,3,1.0,6.123233995736766e-17,10.0,0.0,1218.41,833.9,162.99,0.0,0.0,0.0,0.0
2216,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,773.0,773.0,0.0,1.0,0.0,3.0,0.0
2223,2022,1,0.49999999999999994,0.8660254037844387,9.0,0.0,1913.26,479.0,1042.28,1.0,0.0,6.0,0.0
2225,2022,3,1.0,6.123233995736766e-17,9.0,0.0,1913.26,479.0,1042.28,0.0,0.0,0.0,0.0
2226,2022,2,0.8660254037844386,0.5000000000000001,9.0,0.0,1913.26,479.0,1042.28,0.0,4.0,0.0,24.0
2240,2022,3,1.0,6.123233995736766e-17,1.0,0.0,599.0,0.0,599.0,0.0,0.0,0.0,0.0
2241,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,599.0,0.0,599.0,0.0,1.0,0.0,9.0
2246,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,599.0,0.0,599.0,0.0,0.0,0.0,0.0
2249,2022,3,1.0,6.123233995736766e-17,3.0,0.0,728.07,179.1,548.97,0.0,0.0,0.0,0.0
2250,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,728.07,179.1,548.97,0.0,1.0,0.0,2.0
2252,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,728.07,179.1,548.97,1.0,0.0,5.0,0.0
2260,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,43.99,0.0,43.99,0.0,1.0,0.0,13.0
2277,2022,1,0.49999999999999994,0.8660254037844387,6.0,0.0,1299.6399999999999,0.0,558.0,0.0,0.0,6.0,0.0
2278,2022,3,1.0,6.123233995736766e-17,6.0,0.0,1299.6399999999999,0.0,558.0,0.0,0.0,0.0,0.0
2279,2022,2,0.8660254037844386,0.5000000000000001,6.0,0.0,1299.6399999999999,0.0,558.0,0.0,2.0,0.0,15.0
2288,2022,3,1.0,6.123233995736766e-17,1.0,0.0,379.0,0.0,379.0,0.0,0.0,0.0,0.0
2289,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,379.0,0.0,379.0,0.0,0.0,0.0,0.0
2290,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,379.0,0.0,379.0,0.0,1.0,0.0,11.0
2297,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,773.0,0.0,773.0,0.0,0.0,0.0,0.0
2299,2022,3,1.0,6.123233995736766e-17,1.0,0.0,773.0,0.0,773.0,0.0,0.0,0.0,0.0
2300,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,773.0,0.0,773.0,0.0,1.0,0.0,5.0
2304,2022,2,0.8660254037844386,0.5000000000000001,5.0,0.0,997.0,680.0,218.0,0.0,2.0,0.0,20.0
2305,2022,3,1.0,6.123233995736766e-17,5.0,0.0,997.0,680.0,218.0,0.0,0.0,0.0,0.0
2308,2022,1,0.49999999999999994,0.8660254037844387,5.0,0.0,997.0,680.0,218.0,1.0,0.0,3.0,0.0
2312,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,797.38,0.0,148.48,0.0,0.0,0.0,0.0
2314,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,797.38,0.0,148.48,0.0,1.0,0.0,3.0
2316,2022,3,1.0,6.123233995736766e-17,2.0,0.0,797.38,0.0,148.48,0.0,0.0,0.0,0.0
2322,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,1108.13,0.0,1108.13,0.0,2.0,0.0,16.0
2323,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,1108.13,0.0,1108.13,0.0,0.0,0.0,0.0
2330,2022,3,1.0,6.123233995736766e-17,2.0,0.0,1108.13,0.0,1108.13,0.0,0.0,0.0,0.0
2333,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,206.99,206.99,0.0,1.0,0.0,16.0,0.0
2334,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,206.99,206.99,0.0,0.0,0.0,0.0,0.0
2339,2022,3,1.0,6.123233995736766e-17,2.0,0.0,206.99,206.99,0.0,0.0,0.0,0.0,0.0
2343,2022,3,1.0,6.123233995736766e-17,7.0,0.0,864.44,530.44,239.0,0.0,0.0,0.0,0.0
2344,2022,1,0.49999999999999994,0.8660254037844387,7.0,0.0,864.44,530.44,239.0,3.0,0.0,12.0,0.0
2347,2022,2,0.8660254037844386,0.5000000000000001,7.0,0.0,864.44,530.44,239.0,0.0,1.0,0.0,7.0
2350,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,794.0,0.0,699.0,0.0,0.0,4.0,0.0
2351,2022,3,1.0,6.123233995736766e-17,2.0,0.0,794.0,0.0,699.0,0.0,0.0,0.0,0.0
2357,2022,3,1.0,6.123233995736766e-17,8.0,0.0,1769.93,566.0,933.39,0.0,0.0,0.0,0.0
2358,2022,1,0.49999999999999994,0.8660254037844387,8.0,0.0,1769.93,566.0,933.39,2.0,0.0,26.0,0.0
2363,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,175.0,0.0,175.0,0.0,0.0,2.0,0.0
2365,2022,3,1.0,6.123233995736766e-17,1.0,0.0,175.0,0.0,175.0,0.0,0.0,0.0,0.0
2369,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,175.0,0.0,175.0,0.0,1.0,0.0,10.0
2372,2022,3,1.0,6.123233995736766e-17,4.0,0.0,173.99,43.99,90.0,0.0,0.0,0.0,0.0
2373,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,173.99,43.99,90.0,1.0,0.0,31.0,0.0
2376,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,173.99,43.99,90.0,0.0,1.0,0.0,10.0
2380,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,1268.74,0.0,40.0,0.0,0.0,0.0,0.0
2381,2022,3,1.0,6.123233995736766e-17,3.0,0.0,1268.74,0.0,40.0,0.0,0.0,0.0,0.0
2383,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,1268.74,0.0,40.0,0.0,1.0,0.0,8.0
2398,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
2399,2022,3,1.0,6.123233995736766e-17,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
2401,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,59.0,0.0,0.0,0.0,0.0,4.0,0.0
2424,2022,3,1.0,6.123233995736766e-17,3.0,0.0,338.99,99.99,239.0,0.0,0.0,0.0,0.0
2425,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,338.99,99.99,239.0,0.0,1.0,0.0,4.0
2426,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,338.99,99.99,239.0,1.0,0.0,5.0,0.0
2437,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,188.0,0.0,0.0,0.0,0.0,2.0,0.0
2438,2022,3,1.0,6.123233995736766e-17,2.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
2439,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,9.0
2462,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,619.99,619.99,0.0,0.0,0.0,0.0,0.0
2465,2022,3,1.0,6.123233995736766e-17,2.0,0.0,619.99,619.99,0.0,0.0,0.0,0.0,0.0
2466,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,619.99,619.99,0.0,1.0,0.0,10.0,0.0
2474,2022,3,1.0,6.123233995736766e-17,5.0,0.0,1122.69,1008.79,113.9,0.0,0.0,0.0,0.0
2476,2022,1,0.49999999999999994,0.8660254037844387,5.0,0.0,1122.69,1008.79,113.9,3.0,0.0,11.0,0.0
2478,2022,2,0.8660254037844386,0.5000000000000001,5.0,0.0,1122.69,1008.79,113.9,0.0,2.0,0.0,32.0
2487,2022,1,0.49999999999999994,0.8660254037844387,7.0,0.0,1901.93,981.99,239.0,3.0,0.0,16.0,0.0
2488,2022,2,0.8660254037844386,0.5000000000000001,7.0,0.0,1901.93,981.99,239.0,0.0,1.0,0.0,9.0
2491,2022,3,1.0,6.123233995736766e-17,7.0,0.0,1901.93,981.99,239.0,0.0,0.0,0.0,0.0
2506,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,248.46999999999997,148.48,99.99,0.0,1.0,0.0,3.0
2507,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,248.46999999999997,148.48,99.99,1.0,0.0,9.0,0.0
2510,2022,3,1.0,6.123233995736766e-17,3.0,0.0,248.46999999999997,148.48,99.99,0.0,0.0,0.0,0.0
2515,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,97.99,97.99,0.0,1.0,0.0,18.0,0.0
2516,2022,3,1.0,6.123233995736766e-17,2.0,0.0,97.99,97.99,0.0,0.0,0.0,0.0,0.0
2517,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,97.99,97.99,0.0,0.0,0.0,0.0,1.0
2532,2022,3,1.0,6.123233995736766e-17,2.0,0.0,819.0,0.0,819.0,0.0,0.0,0.0,0.0
2533,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,819.0,0.0,819.0,0.0,0.0,0.0,0.0
2534,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,819.0,0.0,819.0,0.0,2.0,0.0,18.0
2542,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,1335.96,728.0,548.97,1.0,0.0,16.0,0.0
2543,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,1335.96,728.0,548.97,0.0,1.0,0.0,6.0
2544,2022,3,1.0,6.123233995736766e-17,3.0,0.0,1335.96,728.0,548.97,0.0,0.0,0.0,0.0
2548,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,295.55,0.0,295.55,0.0,0.0,5.0,0.0
2549,2022,3,1.0,6.123233995736766e-17,2.0,0.0,295.55,0.0,295.55,0.0,0.0,0.0,0.0
2550,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,295.55,0.0,295.55,0.0,1.0,0.0,13.0
2556,2022,3,1.0,6.123233995736766e-17,1.0,0.0,295.55,0.0,295.55,0.0,0.0,0.0,0.0
2558,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,295.55,0.0,295.55,0.0,0.0,0.0,0.0
2561,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,295.55,0.0,295.55,0.0,1.0,0.0,11.0
2564,2022,3,1.0,6.123233995736766e-17,6.0,1.0,1124.99,58.99,79.0,0.0,0.0,0.0,0.0
2565,2022,1,0.49999999999999994,0.8660254037844387,6.0,1.0,1124.99,58.99,79.0,1.0,0.0,2.0,0.0
2571,2022,2,0.8660254037844386,0.5000000000000001,6.0,1.0,1124.99,58.99,79.0,0.0,1.0,0.0,10.0
2573,2022,3,1.0,6.123233995736766e-17,1.0,0.0,69.0,0.0,69.0,0.0,0.0,0.0,0.0
2576,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,69.0,0.0,69.0,0.0,0.0,0.0,0.0
2577,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,69.0,0.0,69.0,0.0,1.0,0.0,3.0
2580,2022,3,1.0,6.123233995736766e-17,3.0,0.0,136.0,77.0,59.0,0.0,0.0,0.0,0.0
2583,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,136.0,77.0,59.0,1.0,0.0,2.0,0.0
2587,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,136.0,77.0,59.0,0.0,1.0,0.0,20.0
2593,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
2594,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
2599,2022,3,1.0,6.123233995736766e-17,2.0,0.0,240.99,197.0,0.0,0.0,0.0,0.0,0.0
2601,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,240.99,197.0,0.0,1.0,0.0,10.0,0.0
2603,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,240.99,197.0,0.0,0.0,0.0,0.0,0.0
2611,2022,3,1.0,6.123233995736766e-17,6.0,0.0,1200.47,1123.47,0.0,0.0,0.0,0.0,0.0
2614,2022,1,0.49999999999999994,0.8660254037844387,6.0,0.0,1200.47,1123.47,0.0,4.0,0.0,28.0,0.0
2615,2022,2,0.8660254037844386,0.5000000000000001,6.0,0.0,1200.47,1123.47,0.0,0.0,0.0,0.0,0.0
2622,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,35.99,0.0,35.99,0.0,1.0,0.0,18.0
2623,2022,3,1.0,6.123233995736766e-17,3.0,0.0,35.99,0.0,35.99,0.0,0.0,0.0,0.0
2624,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,35.99,0.0,35.99,0.0,0.0,10.0,0.0
2631,2022,3,1.0,6.123233995736766e-17,4.0,0.0,725.0,630.0,95.0,0.0,0.0,0.0,0.0
2632,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,725.0,630.0,95.0,1.0,0.0,5.0,0.0
2635,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,725.0,630.0,95.0,0.0,1.0,0.0,3.0
2641,2022,3,1.0,6.123233995736766e-17,8.0,0.0,1915.69,773.0,630.0,0.0,0.0,0.0,0.0
2642,2022,2,0.8660254037844386,0.5000000000000001,8.0,0.0,1915.69,773.0,630.0,0.0,1.0,0.0,4.0
2643,2022,1,0.49999999999999994,0.8660254037844387,8.0,0.0,1915.69,773.0,630.0,1.0,0.0,7.0,0.0
2649,2022,1,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2655,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,855.0,680.0,175.0,1.0,0.0,15.0,0.0
2656,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,855.0,680.0,175.0,0.0,1.0,0.0,2.0
